,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
TCGA.AB.2924,-0.025890112,-0.11816951,-0.17117906,-0.2667409,-0.03389216,-0.1574907,-0.22272706,-0.10658518,-0.08700045,-0.043972984,-0.26692182,0.0864331,0.2686048,0.20431828,0.13005026,-0.038515493,-0.35203755,-0.028981231,0.12707743,-0.053865254,-0.18111002,-0.17278336,0.091108374,-0.11920742,-0.4136128,0.16743572,-0.44422233,0.21862331,-0.10767844,-0.20776746,-0.061216056,-0.8090681,-0.05468312,0.21774743,-0.05585389,0.006848067,-0.41549954,0.014547653,0.06861867,-0.760182,0.31905708,0.69559956,-0.23762602,0.10045398,0.008155655,0.16631989,-0.16432169,-0.050750487,0.4524566,0.012587046,-0.2594678,0.05881899,0.10562132,0.12974651,0.20823255,-0.14211671,-0.15045083,0.34347492,-0.20201936,-0.106854334,-0.045816667,0.15365507,-0.38010046,-0.63842463
TCGA.AB.2925,-0.30784377,-0.6009607,-0.40742636,-0.80801797,-0.16753387,-0.1268957,-0.21180576,-0.53342545,0.24938609,0.077116564,-0.521313,-0.24848521,0.4087451,0.5235303,0.72194886,-0.040395394,-0.37976602,-0.0021013767,0.039325014,-0.26350325,-0.48187578,-0.52992094,0.8111772,-0.33605415,-0.55452526,0.3057006,-0.21267858,0.2586747,0.15792988,0.29837346,0.06932728,-0.50818294,0.080704875,-6.858446e-05,0.22057703,0.21394241,-0.5274978,0.4386763,-0.51164687,-0.6951742,0.6766825,1.2731665,0.056188494,-0.17261058,-0.29012135,0.13647623,0.52204937,-0.11364169,0.6762602,-0.10011996,-0.70778114,0.40553004,0.18225767,0.26492396,-0.11938652,-0.33558577,0.1047252,0.35116014,-0.083785094,-0.24717653,-0.1017417,0.39223534,-0.37779048,-0.7538484
TCGA.AB.2927,0.14861079,-0.45283568,0.0032941177,-0.13523008,-0.014437312,-0.2947098,-0.08842929,0.034749717,0.15338725,-0.09294176,-0.019532356,-0.2795622,0.44366217,-0.4499377,-0.0059008747,-0.23875703,-0.045996565,-0.09646881,0.09140798,-0.1655158,-0.22358242,0.22607055,0.67417294,-0.081594095,0.018571584,0.22804323,0.20140438,-0.13954341,0.16479275,0.23718059,0.35574937,0.6922568,0.69862604,0.014945574,-0.75587475,0.35099843,0.3171391,-0.14559029,0.07076672,-0.2831822,-0.2125152,0.16143644,0.47750857,-0.16157836,-0.3283787,0.06938665,0.090497024,0.3285007,0.21906933,-0.017832465,-0.39906308,0.3555767,-0.44257045,0.18732473,-0.11084292,0.22444162,0.33768988,-0.058518343,-0.30768934,0.23609743,-0.04454839,0.41586322,0.58303577,0.4617584
TCGA.AB.2928,0.84353983,-0.14259797,0.23160471,0.16477853,-0.21611091,-0.006712675,0.7844666,-0.17664492,0.63866544,0.5997133,0.43735027,-0.0019258782,-0.18098739,0.30183458,0.3624825,0.12461343,0.090453915,0.59471303,0.46809584,0.48015404,0.1077457,0.9750678,-0.3553939,0.44166657,-0.20295183,-0.28955123,-0.29307768,0.104851365,0.49841458,0.7133775,-1.2440755,0.09850421,1.0670053,-0.0030278135,2.0637177e-05,-0.21693477,-0.9466211,-0.9380946,0.7217392,0.43344882,0.18832256,-2.224087,0.91889286,0.19669713,0.35227853,0.3460331,0.0031307414,-0.10016772,0.6871997,-0.47876006,-0.009596258,-0.5369957,0.14210236,-0.9937965,0.21591352,0.25131166,0.45892245,0.24312468,-0.086844765,-0.15046361,-0.1387816,-0.112538435,-0.91792536,0.4194715
TCGA.AB.2929,0.8295647,-0.36552703,0.083693095,0.08641824,-0.28075004,-0.008437343,0.71488774,-0.30442056,0.5404998,0.6826134,0.3258004,-0.021290481,-0.10438068,0.07651456,0.2683038,0.07931114,-0.009745188,0.55849504,0.552943,0.5148636,0.30877882,0.7991403,-0.19876796,0.50760025,-0.30392784,-0.31010872,-0.076969184,0.12734981,0.584387,1.0164921,-1.112488,0.17387804,1.2010515,0.07011208,-0.29383022,-0.1015127,-0.7208855,-0.9224445,0.80679446,0.27047282,0.0822742,-2.0695648,0.9525507,0.22345692,0.32913876,0.26082698,-0.09437649,-0.09317821,0.894504,-0.39818788,-0.16726904,-0.62674916,0.008970264,-0.9196907,0.22665483,0.3627078,0.7275261,0.25371158,0.029614639,-0.1463274,-0.2034446,0.106824085,-0.7704118,0.47645563
TCGA.AB.2930,0.0626393,0.03021757,0.040707298,0.5127288,0.07625723,-0.13875651,-0.40063047,0.24092434,-0.27316657,-0.09001924,0.030474156,0.10760374,-0.19231944,-0.19188274,-0.35410964,0.23359257,0.17550115,-0.13828507,0.100088276,0.29686838,0.30044472,0.15362246,-0.6221803,0.05290573,-0.26200378,-0.12728533,-0.27054843,-0.07957667,-0.17897123,-0.07593944,0.017676527,-0.48034197,-0.10153334,0.24975249,-0.44744927,0.11026781,0.11903772,-0.0491395,0.63554156,-0.23777315,-0.056689076,-0.08093031,-0.31854945,0.16902456,0.079981096,0.08300474,-0.60393584,-0.13238387,-0.07621808,0.09836183,0.23462519,-0.14108862,-0.02024563,0.010014266,-0.065623224,0.20724715,-0.15543112,-0.045889698,-0.026964843,0.19577624,-0.0010702889,0.2801556,0.1951823,-0.14084785
TCGA.AB.2931,0.3382468,0.07670088,-0.040921938,-0.29227412,-0.08175485,-0.12986219,-0.21114127,-0.20507047,0.438645,0.27273542,-0.01248616,0.2802969,-0.043281704,0.6966921,0.63117516,0.30307078,-0.25757524,0.2127411,0.28590605,-0.24697831,-0.5502234,0.101738214,0.516234,-0.06721787,-0.52469414,-0.036706,-0.38653237,0.016964063,-0.13247478,-0.16734721,0.007169917,-0.66950166,0.09186771,-0.57748586,0.75440454,-0.30340677,-0.9128574,0.3106405,0.07763143,-0.38138175,0.15198255,0.6624492,0.17737061,-0.3711477,0.5155462,0.28815475,0.12109037,0.0013928115,-0.06671091,0.20000194,0.09658346,0.574285,0.249746,-0.1618985,-0.21523574,-0.30725262,-0.22589174,0.060215384,0.3460731,-0.22694471,0.14396788,-0.11413373,-0.21560201,-0.022275094
TCGA.AB.2932,-0.2270808,-0.2613235,-0.3356523,-0.46037725,-0.050523076,-0.142013,-0.2152787,-0.24027641,-0.15192257,-0.10630494,-0.43902653,0.034038696,0.31897965,0.31512842,0.2223558,-0.032221504,-0.3635139,-0.025212366,0.052401047,-0.05583494,-0.19023181,-0.39088666,0.118787274,-0.21879168,-0.5264721,0.22269787,-0.49518433,0.33828098,-0.028329521,-0.060690954,-0.119030945,-0.94302726,-0.1619474,0.33896112,-0.025216162,0.11866083,-0.49560064,0.09248758,-0.107783936,-0.9236444,0.5960946,0.9556299,-0.34312284,0.08818281,-0.19112863,0.12760705,-0.034920678,-0.113513105,0.6884702,-0.047981244,-0.39941257,0.032228798,0.19088751,0.23397891,0.18486002,-0.2434483,-0.120393485,0.47780085,-0.23810397,-0.15337142,-0.07950201,0.23190401,-0.53929853,-0.96889174
TCGA.AB.2933,0.1802361,-0.5595677,-0.043483704,-0.19259249,-0.13808194,-0.2300896,-0.028707035,-0.056954764,0.20369568,0.06322571,-0.15415815,-0.2643122,0.3878959,-0.2252458,0.057550125,-0.20050466,-0.06649283,0.013442665,0.19711761,-0.032159887,-0.1972193,0.21521668,0.6378943,-0.02223396,-0.11733941,0.1846717,0.13729861,-0.015608937,0.26154885,0.41193628,0.14296412,0.48086149,0.73196006,0.000491295,-0.6081635,0.3972147,0.20619816,-0.1807675,0.09213176,-0.24246588,-0.093062185,0.037128553,0.47476375,-0.14156684,-0.31683996,0.09144665,0.10113119,0.17817569,0.38228095,-0.095139705,-0.49411517,0.31367466,-0.32395792,0.08333412,-0.044793576,0.2607287,0.43489552,0.03198974,-0.24057862,0.22099972,-0.060014047,0.38331807,0.3683952,0.30837357
TCGA.AB.2934,0.14046316,-0.11705856,0.15211488,0.034247734,0.034734033,-0.24118274,-0.10308826,0.09222773,0.0824012,-0.079808086,-0.05934363,-0.13375354,0.39451313,-0.28317502,-0.11144173,-0.22199093,-0.16334182,-0.15414098,0.16420567,-0.0569213,-0.20495734,0.2914229,0.17133807,-0.06380073,-0.09077939,0.15800926,-0.14896898,-0.044798966,-0.10090828,-0.1746819,0.14570612,0.099620685,0.38914752,0.19522467,-0.6927293,0.122104764,0.007628083,-0.2551822,0.28022802,-0.42588678,-0.07232421,0.11718641,0.14332524,0.10655335,-0.13604599,0.15676202,-0.17607322,0.23565908,0.24012357,-0.018507976,-0.24453697,0.06694038,-0.31488875,0.0667045,0.191572,0.1864103,-0.007135302,0.049721263,-0.36123753,0.09457986,-0.060372386,0.17071436,0.14306808,0.09196617
TCGA.AB.2935,-0.67511106,-0.24494871,-0.6107356,-1.3583534,0.14443696,0.5709616,1.6283785,-0.056008644,0.6927656,-0.1950356,0.20100942,0.06201596,0.4258763,0.018384896,-0.048402518,-0.46751446,0.8876902,0.5524191,-1.1355004,-0.67618597,-0.10930629,-0.2562096,0.5972577,0.26828754,1.6603696,-0.06915966,1.0779145,0.05144684,1.1729877,0.8195795,-0.11380136,1.9010038,-0.21816693,-0.3217145,0.9450344,0.6900659,0.52968633,0.29970503,-1.7494333,1.0767926,0.33821684,-0.9010002,0.14566869,-0.22684625,-0.5413585,-0.37253413,1.6342559,-0.028363189,0.11520538,-0.99462736,0.036559016,0.18418542,-0.5027749,0.52816725,-0.16648851,-0.09619666,1.2941803,0.097731926,-0.07957755,0.16160804,0.603217,-0.5939467,-0.17002544,0.5695714
TCGA.AB.2936,0.18542092,-0.033594064,0.19787934,0.1453991,0.30407104,-0.17346492,0.021906346,0.22163899,0.20101939,-0.04465785,0.4545703,-0.16297692,0.135932,-0.6771263,-0.2524448,-0.2550874,-0.18143414,-0.2532583,-0.10053633,-0.25205398,-0.104003474,0.2741274,0.28152022,0.0483492,0.32427993,0.25038353,0.13639064,-0.07749252,-0.13994505,-0.24362916,0.35110128,0.7423262,0.5157606,0.3211234,-0.915014,-0.08836487,0.1408512,-0.46603358,0.07857995,-0.23166032,-0.35760266,-0.40793377,0.3685131,0.18367258,-0.2349991,0.009197811,-0.031671524,0.43577924,-0.10239754,-0.10708785,-0.110463515,-0.12707636,-0.3971643,0.105371565,0.13287738,0.059083484,0.1096251,-0.012251258,-0.44727013,-0.038231943,-0.2341784,0.18801655,0.35128093,0.4789701
TCGA.AB.2937,0.11261056,-0.034780107,0.26425952,0.29621705,-0.18612038,-0.2348099,-0.16667631,0.15023962,0.047382504,-0.2173558,-0.31397408,-0.018623363,0.15624909,0.28595224,0.086432576,0.15735373,0.4707774,0.18557627,0.3818782,0.16616848,-0.19592883,0.33252677,-0.20626453,-0.08684694,-0.43747404,-0.3378449,-0.28927606,-0.3136848,0.104155645,0.25125474,-0.10575446,-0.33198357,-0.061191276,-0.51338667,0.017061286,0.20842642,0.00885798,0.2122828,0.6689114,0.07709405,-0.073745474,0.32024592,0.016498089,-0.3432913,0.23914394,0.28277364,-0.21811621,-0.02850397,-0.11423629,0.16836728,0.2914302,0.62387276,-0.05285124,-0.14248747,-0.39568594,0.39482194,-0.23049031,-0.3159289,0.300671,0.36396107,0.47230977,0.0071230866,0.3901038,0.19074254
TCGA.AB.2938,-0.05000438,-0.952699,-0.3989278,-0.6822615,-0.2762186,0.21991836,0.39546955,-0.34151587,0.34406766,0.3347187,0.14086173,-0.21979305,0.25531763,-0.423993,-0.17427331,-0.37854093,-0.010230232,0.42594206,0.00024448335,-0.6172356,0.17887628,-0.45441735,1.3410244,0.32626092,0.7173083,0.23131672,1.1900005,0.08817547,0.43999308,1.2030143,0.38517213,1.5593446,0.7613296,-0.3848232,0.08008997,0.599465,0.64852476,0.19708268,-0.63693637,0.5900823,-0.49187267,-0.108939715,0.8148869,-0.46803674,-0.006229922,-0.2909983,0.81713545,0.05979152,0.29485118,-0.057272606,-0.8762821,-0.045347944,-0.48384815,0.06431129,-0.20014194,-0.17641851,1.3992339,-0.09265623,0.17947295,0.11299345,0.09473321,0.2124615,0.5093195,1.010339
TCGA.AB.2939,-0.061589904,-0.33383295,-0.39328668,-0.3888716,-0.14166403,0.5114032,0.94846344,-0.11049074,0.26527026,0.26762226,0.18118928,0.02461144,0.0043939725,-0.058887213,-0.10432779,-0.12062982,0.4153301,0.44961542,-0.24946545,-0.2621826,0.47437504,-0.18881579,0.26342022,0.5575048,0.65936154,-0.42881382,0.8749713,0.067772165,0.80735254,1.0281092,-0.5056556,0.85553765,0.3689104,-0.22392577,0.38303384,0.47882664,0.27058092,-0.14462784,-0.42300117,0.8452436,0.00924778,-1.1506709,0.38727644,-0.048200928,0.031142041,-0.14153111,0.53696465,-0.12354945,0.24273328,-0.38350508,-0.02980858,-0.3757445,0.06421546,-0.03846535,0.070848554,-0.010750382,1.1025155,0.11777893,0.072145365,0.03799816,0.22918981,-0.18900836,-0.14992711,0.54541147
TCGA.AB.2940,-0.19804077,-0.11633507,-0.22056672,0.9131567,0.16772066,-0.057683274,-0.7229351,0.38592547,-0.68373936,-0.2614963,0.1953417,0.14442612,-0.5225332,-0.5109939,-0.72295976,0.43921798,0.5070582,-0.30036473,-0.072292246,0.53977615,0.88127756,-0.21856202,-0.9973091,0.10201079,-0.08668646,-0.30087256,0.026289836,-0.15925068,-0.12743407,0.16059288,0.2233842,-0.37243038,-0.33542013,0.43627214,-0.62020123,0.46450138,0.7465517,0.22918783,0.5644194,-0.014636651,-0.08432471,-0.09658186,-0.5900457,0.18707013,0.017341502,-0.11588946,-0.8073088,-0.38452703,-0.30092967,0.25610477,0.43421358,-0.2344768,0.025394605,0.2468284,-0.28645235,0.25114983,0.043050352,-0.22378328,0.074651435,0.37111545,-0.045473922,0.4658848,0.5075077,-0.1413021
TCGA.AB.2941,0.7663866,-1.1660324,-0.09413475,-0.67089635,-0.7104056,-0.3699772,0.6991489,-0.7491356,0.7674806,0.8755239,0.018298782,-0.1716763,0.25345418,0.45160812,0.64704216,-0.05282645,-0.20944649,0.82585514,0.5720504,0.32132316,-0.15595943,0.5085478,1.2202369,0.23471537,-0.3855168,0.07629642,0.002341941,0.3518477,0.95581055,1.3574183,-0.64816725,0.7318661,1.7642581,-0.25296515,0.22358233,0.20505726,-0.6070043,-0.4355588,0.2385329,0.18160686,0.19054714,-1.093193,1.5315679,-0.21113832,0.23411998,0.36772716,0.63822967,-0.12265934,1.3352399,-0.51558053,-1.1331915,0.043621838,-0.15690675,-0.66149527,-0.09480554,0.074089535,1.1241083,0.22320402,0.20294386,-0.08670585,-0.2657043,0.47160727,-0.69500756,0.5881258
TCGA.AB.2942,0.07836168,-0.15965897,0.20850697,0.18660228,-0.104188174,-0.24976659,-0.22391307,0.12764728,0.007746458,-0.21002567,-0.31155726,-0.12607919,0.3818991,-0.01673951,-0.04061447,-0.098426774,0.19720164,-0.040738042,0.3182389,0.1331338,-0.19593425,0.29756102,-0.091601744,-0.08782084,-0.38954943,-0.102370754,-0.27576676,-0.17948258,-0.012143761,0.097563714,0.01061476,-0.26257795,0.12890583,-0.07050149,-0.51662517,0.31369925,0.046595633,-0.025840279,0.6246302,-0.3241135,0.027984656,0.36305267,0.010617226,-0.08214642,-0.033676274,0.24094751,-0.24350064,0.048322707,0.1982313,0.06706913,-0.07918587,0.34125084,-0.217213,-0.0069797933,-0.049986273,0.4033087,-0.09296255,-0.10076815,-0.0503029,0.26961434,0.21833465,0.19944592,0.2928794,-0.0072955713
TCGA.AB.2943,-0.5659485,-0.71619064,-0.8446987,-0.7407701,-0.10966381,0.735553,0.8040593,-0.13398041,0.38146222,0.24057397,0.1756329,-0.016573645,0.2554471,-0.44779,-0.4969148,-0.38127083,0.4171869,0.46921188,-0.51057255,-0.8502233,0.5317103,-0.91455173,0.9818289,0.53175807,1.1906716,-0.14382875,1.6414456,0.07799893,0.7341481,1.4142873,0.25852883,1.7586415,0.31725362,-0.39450127,0.33456957,0.9090043,0.9052793,0.33518723,-1.1822052,0.97670996,-0.3789692,-0.4371003,0.4541741,-0.41872093,-0.1505138,-0.47943524,0.99426544,0.025478996,0.0838802,-0.31449828,-0.45601374,-0.38617778,-0.3368898,0.40445262,0.0026105642,-0.28215784,1.7558831,0.0063731447,0.18584958,0.086890444,0.45767033,-0.072271064,0.5217888,0.92080235
TCGA.AB.2944,0.5368532,0.032694593,0.02231896,0.25846514,-0.010182768,0.16320209,0.62436086,-0.08034757,0.41653356,0.3573824,0.40137416,0.03747159,-0.35447294,0.110110834,0.17467788,0.14323464,0.25132072,0.44428372,0.26077732,0.48145783,0.4132856,0.70980453,-0.842721,0.4848402,-0.07932779,-0.46001726,-0.09818146,0.08278277,0.46033508,0.69831824,-1.1379822,0.0600975,0.5090312,0.18011183,-0.10106081,-0.15843092,-0.6510416,-0.8254677,0.61649585,0.34243837,0.2560787,-2.0340633,0.40874833,0.31785268,0.1681364,0.15165001,-0.11307459,-0.14769384,0.45954847,-0.43134046,0.36128983,-0.6668446,0.15149824,-0.75680256,0.11550515,0.26083624,0.3472899,0.25053594,-0.05501781,-0.09334433,-0.10514939,-0.13031705,-0.7656107,0.12348257
TCGA.AB.2946,0.059857562,-0.11332128,0.22766104,0.072381884,-0.037847158,-0.17979354,-0.22294267,0.019692093,0.07947509,-0.049769282,-0.13636303,-0.1375755,0.3288651,-0.104839854,0.041624118,-0.14937106,-0.17566222,-0.10659146,0.18923864,-0.11803617,-0.2456157,0.14783204,0.24639611,-0.0964259,-0.16731787,0.08239207,-0.105866514,-0.12980928,-0.18379891,-0.11658561,0.21958005,-0.026862927,0.26980674,-0.042168543,-0.4179219,0.09938505,-0.028006203,-0.015825547,0.28640947,-0.24396664,-0.10321616,0.39253002,0.14728826,-0.052798413,0.010889392,0.14949681,-0.10900858,0.124356344,0.1021181,0.11782507,-0.26492402,0.18673965,-0.23939738,0.0128465295,0.10914529,0.17060916,-0.06720647,-0.07617754,-0.11799772,0.042962622,0.011608,0.12384615,0.26963937,0.13659215
TCGA.AB.2948,0.042558905,-0.24091911,0.083537474,-0.25821373,-0.010187469,-0.21346673,-0.066702336,-0.096512236,0.15300567,-0.0007607788,-0.12968469,-0.2098298,0.42278218,-0.19201632,0.11977977,-0.2771427,-0.327175,-0.13699153,0.09413496,-0.18333149,-0.33435887,0.136819,0.5178922,-0.1095213,-0.066284806,0.29486123,-0.06365267,0.037485898,-0.019989371,-0.111960515,0.18528454,0.18676013,0.4013034,0.14543788,-0.45745745,0.120451115,-0.042468667,-0.12770367,-0.026773408,-0.3830978,0.00041492283,0.3884481,0.23089987,-0.0059357462,-0.23312488,0.121220425,0.06493983,0.19717713,0.333645,-0.046269864,-0.45887542,0.16977172,-0.27242452,0.14466026,0.17839542,0.0576092,0.0695405,0.104968175,-0.33722442,0.00065430254,-0.10340146,0.17071247,0.07083519,0.02373442
TCGA.AB.2949,0.06945819,0.53528637,0.217909,-0.35671103,0.03586159,0.15924896,0.9788692,0.18362918,0.45705914,-0.41477567,0.19421312,-0.00826925,0.09246026,0.52868736,0.43108705,0.037026085,0.7306399,0.44796714,-0.37693766,0.06336729,-0.56636715,0.6335285,-0.25620592,0.05497977,0.6292623,-0.10055095,-0.22124797,-0.17932335,0.56067765,-0.18220061,-0.6648785,0.54706216,-0.2787506,-0.2992402,1.0243495,-0.12293656,-0.27408665,-0.24564375,-0.5204912,0.78392166,0.36652103,-1.0672477,0.17283627,-0.12508024,-0.0709946,0.049064685,0.6916362,0.0458598,-0.09093456,-0.5656732,0.6806369,0.53989667,0.05971706,-0.17514502,-0.40503636,0.109272,-0.36945188,0.04381311,0.051802017,0.14164926,0.38891163,-0.703174,-0.6713946,0.24800089
TCGA.AB.2950,0.026226424,-0.2930413,0.057713464,0.27596945,-0.31337845,-0.2501783,-0.39981806,0.10943888,-0.07667393,-0.2754581,-0.5720538,-0.033236362,0.10771013,0.45883945,0.18427,0.3303985,0.6133073,0.26550865,0.38198495,0.25739786,-0.15198842,-0.04556471,0.010926627,-0.19673133,-0.6129792,-0.3442279,-0.1540379,-0.3073232,0.23921597,0.54720426,0.043846637,-0.3866018,-0.14512229,-0.7135838,0.22188042,0.4286114,0.18766661,0.6453741,0.5063358,0.021329187,-0.08548923,0.9501588,-0.03986208,-0.64120287,0.2213836,0.24696612,-0.0073087066,-0.07743376,-0.13935491,0.33633462,0.1845485,0.9721903,0.021815253,0.03410232,-0.6568259,0.3366972,-0.109451495,-0.40762374,0.54110366,0.4562582,0.60319126,0.17328966,0.7388213,0.13114096
TCGA.AB.2952,-0.35281143,0.1199083,-0.31389612,-1.1026005,0.094692916,0.5687398,1.8899152,0.06678355,0.695424,-0.24817109,0.29104513,0.015303485,0.26785007,0.31602368,0.21003789,-0.25625128,1.1075263,0.6427374,-1.0234649,-0.21029615,-0.1828265,0.15532517,0.072829545,0.32491922,1.4591799,-0.26111558,0.6699389,-0.05186829,1.242619,0.54562825,-0.7451788,1.4088383,-0.2352911,-0.23833603,1.1425091,0.45254767,0.11551866,-0.09016911,-1.3933151,1.1395446,0.58446383,-1.5180278,0.15636925,-0.066601224,-0.40967968,-0.148422,1.4908848,-0.034721803,0.18381956,-1.1055155,0.49777627,0.255522,-0.17946747,0.18657449,-0.23644064,0.08783618,0.8594449,0.09423062,-0.1684873,0.14006582,0.46168262,-0.8576683,-0.6994201,0.44249463
TCGA.AB.2954,0.064650476,-0.15702438,0.07992394,-0.01124797,-0.16481961,-0.2507908,-0.143429,0.053758286,0.045053992,-0.20711032,-0.43185544,-0.039564993,0.4212411,0.2179856,0.11075941,-0.083359465,0.18174714,0.023894966,0.36138692,0.16079198,-0.2966715,0.25795418,-0.08510904,-0.119749084,-0.53576815,-0.09307162,-0.4333018,-0.068839744,0.07986833,0.13159165,-0.19305383,-0.54264843,0.056013912,-0.113765836,-0.27474743,0.26779857,-0.1558199,0.014907517,0.56769156,-0.45501262,0.21650022,0.4871254,-0.05491054,-0.08222906,-0.035572648,0.2781471,-0.19282098,-0.030631393,0.3520722,-0.012598772,-0.09644988,0.4165434,-0.06533518,-0.054173082,-0.0072594658,0.34030795,-0.10975319,0.03985099,-0.019905746,0.22368792,0.27667016,0.12557234,0.023266785,-0.28468382
TCGA.AB.2955,-0.06744016,-0.13064949,-0.040761452,0.7910354,0.08996363,-0.23299667,-0.54911596,0.40480232,-0.36635825,-0.27756503,0.09184338,0.06711578,-0.36306465,-0.24667352,-0.4953652,0.4220755,0.7093582,-0.16086797,0.11482144,0.55210626,0.50401276,0.22959511,-0.8580817,0.034985546,-0.32710788,-0.33410424,-0.23701866,-0.24973273,-0.026905343,0.21208273,0.019596748,-0.46357554,-0.2148082,0.20319197,-0.5552873,0.41315556,0.43281752,0.16394824,0.828438,-0.090747446,-0.04125269,-0.06500649,-0.43983752,0.005040653,0.08103273,0.124202654,-0.71250385,-0.25359362,-0.21534957,0.17760864,0.5443649,0.022403784,0.0051633203,-0.017512187,-0.36938226,0.45244095,-0.11209373,-0.29411152,0.17878054,0.50254714,0.18183288,0.47590292,0.47774193,-0.04957141
TCGA.AB.2956,-0.2696719,-0.67567676,-0.32826027,-0.7217522,-0.16154905,-0.10855939,-0.20217967,-0.49243468,0.22130938,0.09971935,-0.51650894,-0.326451,0.4431504,0.30414033,0.6117381,-0.13355196,-0.39664608,-0.04736288,0.048470214,-0.23780854,-0.41750878,-0.43926126,0.8015562,-0.2897951,-0.466042,0.3672462,-0.033189833,0.22860786,0.14592996,0.3146106,0.122857675,-0.20217858,0.24892846,0.0684581,-0.02514635,0.30312932,-0.26989326,0.34593663,-0.523371,-0.5740945,0.52475905,1.1073743,0.16977137,-0.19627231,-0.40502912,0.071021,0.467499,-0.04463107,0.6491816,-0.120184496,-0.7732263,0.40501833,0.010864325,0.27319613,-0.101809874,-0.23287806,0.2170968,0.28448772,-0.1390627,-0.16806123,-0.1327149,0.454938,-0.18805002,-0.5519288
TCGA.AB.2959,0.11335286,0.13473704,0.18270373,0.47531593,0.4293691,-0.09747015,-0.064693116,0.3285776,0.091438115,-0.05022062,0.64493334,-0.08291243,-0.15170135,-0.7388663,-0.39283326,-0.09446931,-0.11343938,-0.49313933,-0.22890627,-0.07614047,0.23461364,0.20711137,-0.22609401,0.06270863,0.32103753,0.15589802,0.060126487,-0.036017977,-0.3013913,-0.4235925,0.28232738,0.603831,0.26245546,0.55469763,-0.9725058,-0.2451011,0.11443426,-0.48454708,0.13664173,-0.19677588,-0.33734608,-0.7345534,0.14140111,0.3904941,-0.2827439,-0.06756292,-0.1703807,0.3271442,-0.2562499,-0.14631544,0.13784856,-0.492124,-0.22713903,0.09280767,0.17251031,-0.032708373,-0.04991933,-0.0067906976,-0.44412354,-0.09893106,-0.3495784,0.20001477,0.28619507,0.2858262
TCGA.AB.2963,0.058441795,-0.085221976,-0.080811135,-0.19055548,-0.06448284,-0.12897015,-0.25205153,-0.08282954,0.0074342806,0.033650815,-0.19911712,0.103856444,0.20355636,0.22324038,0.18075946,0.030090503,-0.3003569,0.015848882,0.17622718,-0.099979654,-0.22023949,-0.10854718,0.16467503,-0.0896834,-0.39314717,0.09254368,-0.3455155,0.12500562,-0.1257707,-0.17427333,-0.0026580486,-0.6934234,0.026179768,0.016813837,0.036939822,-0.03833548,-0.41064578,0.09363223,0.10765009,-0.5858773,0.19420546,0.6346812,-0.13367017,0.013611523,0.15435311,0.18708785,-0.12678264,-0.042242028,0.282018,0.083281234,-0.19303405,0.15203917,0.09563651,0.04735133,0.10698669,-0.1317314,-0.13369384,0.21902916,-0.059041586,-0.09880621,0.0030710995,0.11394662,-0.22927019,-0.39836812
TCGA.AB.2964,0.21796317,0.1198891,0.31649816,0.22743674,0.08442705,-0.0075900108,-0.1448523,0.0127708465,0.105120555,0.18613777,0.28449976,-0.011959742,-0.03854035,-0.28318116,-0.02819488,-0.02514603,-0.41249466,-0.056681935,0.08456405,-0.29149607,-0.066520266,0.12532513,0.24821515,0.08800125,0.14975433,0.11100192,0.089138106,-0.066260874,-0.4062465,-0.27832013,0.2497455,0.1897628,0.25837559,-0.077088684,-0.1858053,-0.30372256,-0.08506628,-0.14328705,0.15496926,0.13306142,-0.38951185,-0.104660735,0.23605166,0.0460001,0.2684089,0.03195531,-0.13895467,0.15189835,-0.28114307,0.19460353,-0.08267375,-0.18958429,-0.16304949,-0.115408584,0.14319032,-0.08137016,-0.09103859,-0.07417166,-0.03635887,-0.18599075,-0.15830696,-0.07043995,0.20204923,0.47185653
TCGA.AB.2965,-0.03726718,-0.34158015,-0.11580528,-0.41463006,-0.103414156,-0.18467706,-0.17268066,-0.2427795,0.14182726,0.047875613,-0.3314088,-0.1401434,0.39589632,0.18233265,0.35288846,-0.12179096,-0.3305084,-0.06228233,0.13098219,-0.15584636,-0.3590944,-0.09352334,0.49698788,-0.17606482,-0.38655028,0.21799323,-0.19563332,0.14399533,0.011949912,0.02571179,0.068561286,-0.32844776,0.22668965,0.05690927,-0.13965076,0.15708704,-0.30231538,0.124686554,-0.07189973,-0.5910193,0.2943441,0.7843429,0.07001224,-0.08006771,-0.14330816,0.1711069,0.12660313,0.007853955,0.47133762,-0.021627083,-0.44990218,0.2833325,-0.0295479,0.13063182,0.055023074,-0.07621159,0.022973452,0.22803849,-0.15802817,-0.07538159,-0.049446374,0.24775082,-0.13536163,-0.3489732
