,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
TCGA.AB.2839,-0.15245108,0.39103916,-0.500158,0.43510965,-0.059546493,0.10148508,-0.3598225,0.3942135,-0.7759712,-0.24398515,-0.044328585,0.54968804,-0.79370093,0.1958816,-0.5965559,0.5757585,0.9887387,0.09363295,-0.099605426,0.56052107,0.58954304,-0.11126195,-1.0114388,-0.014906213,-0.16372687,-0.4896267,-0.25596663,-0.011363722,0.3235764,0.16175184,-0.31467578,-0.80908203,-0.8944893,-0.024276406,0.49719852,0.18458728,0.65323806,0.5532318,0.29448968,0.07462604,0.08957597,0.18310335,-0.9218967,0.05797819,0.2850737,-0.005065143,-0.5933555,-0.44382787,-0.5701343,0.35107446,1.016449,0.21539898,0.45363963,0.09875516,-0.5488748,0.2238695,-0.26511118,-0.067886256,0.3569733,0.5917866,0.4574268,-0.06575452,0.19118349,-0.41592622
TCGA.AB.2840,-0.028570056,0.2502479,0.5589759,0.34927744,-0.23180977,0.24471703,-0.34128946,-0.11901415,-0.26754078,0.076541714,-0.14454587,-0.08369018,-0.03945058,0.008511126,0.05438787,-0.042487513,-0.40748572,0.066685125,0.31725287,-0.25227994,0.067633554,-0.26952356,0.1710769,0.04075255,-0.03568369,-0.1326237,0.38817817,-0.2544381,-0.60800225,-0.13087665,0.28878778,-0.12140438,-0.12201831,-0.67031413,0.4256671,-0.2745564,0.10998727,0.23719752,0.24098432,0.69828165,-0.5440932,0.4713266,0.17019486,-0.28021848,0.5716051,-0.18593903,-0.19042847,-0.051644333,-0.5186809,0.56695044,-0.22293694,-0.11351018,0.01139798,-0.20731607,0.08351449,-0.05810316,-0.27921882,-0.36935407,0.5222804,-0.17384931,0.08587043,-0.37108177,0.40957457,0.4986377
TCGA.AB.2841,0.009228289,0.35609716,0.6134597,0.29040024,-0.23660383,0.29241893,-0.25089583,-0.2156186,-0.20546535,0.13030547,-0.1438563,-0.05946342,-0.059083477,0.1467914,0.14585268,-0.0955562,-0.5675977,0.08669298,0.3318097,-0.278463,-0.043936364,-0.24771744,0.20951125,0.03305345,-0.057812765,-0.08197214,0.2738032,-0.20112225,-0.6856004,-0.28354302,0.19252402,-0.19987714,-0.16453156,-0.6889803,0.5912053,-0.49067813,-0.06086693,0.18815169,0.17821658,0.7497269,-0.51132524,0.47471112,0.21313286,-0.24252334,0.5994365,-0.20961769,-0.1395385,-0.073802605,-0.4661468,0.52772653,-0.2970214,-0.24722803,0.07586171,-0.3104259,0.2068921,-0.12850922,-0.3969092,-0.32927257,0.55132407,-0.319292,0.060558017,-0.5140434,0.20836544,0.40751445
TCGA.AB.2842,-0.17378128,-0.16756183,-0.123054035,-0.43675923,-0.0689614,-0.07553089,-0.20037574,-0.30704457,0.07023281,0.05900912,-0.32444015,-0.0546484,0.3050269,0.32134256,0.3613928,-0.12037347,-0.5380666,-0.054705918,0.098860845,-0.22434247,-0.31104514,-0.34496927,0.34594625,-0.19733128,-0.41892758,0.245451,-0.35605323,0.23210204,-0.16746387,-0.19987072,0.0057223104,-0.6911772,-0.03751816,0.11729942,0.10342143,-0.05700433,-0.5299945,0.13407913,-0.1824732,-0.6338443,0.39201397,0.93986136,-0.1028254,0.0062921923,-0.04309336,0.11305448,0.09772247,-0.07082719,0.4777664,0.006508466,-0.4749486,0.02989041,0.12598692,0.1236025,0.23677383,-0.28274053,-0.1720343,0.30164385,-0.1160272,-0.28358313,-0.113505736,0.10327128,-0.4365297,-0.6460583
TCGA.AB.2844,0.07676159,0.17863554,-0.050532445,0.33248413,0.050762154,-0.050250433,-0.39396733,0.18073814,-0.323888,-0.02466321,-0.00034677982,0.2809825,-0.28462094,0.021304294,-0.2600646,0.26679018,0.055203095,-0.058711026,0.06285029,0.20524505,0.21208255,0.0126052275,-0.48434046,0.014009632,-0.26082084,-0.06614565,-0.3588644,0.030008718,-0.22450452,-0.23365693,-0.0014260169,-0.6851698,-0.27606243,0.1435923,-0.03906651,-0.07246851,-0.0024357885,0.092622206,0.39968196,-0.28291506,-0.021987593,0.17117913,-0.40621543,0.13949664,0.20649077,0.07011451,-0.53276855,-0.19000062,-0.12552986,0.16473559,0.24399152,-0.103596464,0.14459775,0.044110015,-0.0046120714,-0.017172657,-0.26074368,0.06522462,0.022594385,0.09453897,0.013162859,0.10852912,-0.039514422,-0.27742887
TCGA.AB.2845,0.022415236,-0.03258381,0.1708201,0.6217623,0.13438928,-0.12844463,-0.43029162,0.2555411,-0.262407,-0.09296756,0.17355531,-0.06463107,-0.11788713,-0.4606673,-0.4167645,0.12495503,0.07061831,-0.25853822,0.061138548,0.18249075,0.3574971,0.08262862,-0.47493404,0.06698245,-0.06369373,-0.06705265,-0.051271293,-0.14483413,-0.32137373,-0.14617223,0.2363345,-0.12114555,0.033258792,0.30143458,-0.7266995,0.08241356,0.28789276,-0.12631279,0.56896245,-0.14478312,-0.22559768,-0.1382603,-0.15543324,0.20796609,0.040468905,-0.017134495,-0.5592161,-0.026321046,-0.13316447,0.14972799,0.09982729,-0.28306663,-0.162408,0.052389182,-0.02619959,0.193614,-0.08010216,-0.1394231,-0.098000035,0.11601184,-0.13192451,0.30055758,0.39053118,0.117706016
TCGA.AB.2846,0.057428464,-0.15009853,0.17661735,0.053253245,-0.13032001,-0.22372226,-0.18883766,0.05934617,0.011752598,-0.18014395,-0.35197634,-0.09535919,0.4207229,0.043188542,0.031849977,-0.124608964,0.08012521,-0.029542089,0.29527688,0.063081905,-0.2600274,0.22615062,0.016682379,-0.11675207,-0.3839799,-0.046070665,-0.2858348,-0.123429164,-0.025250196,0.046709914,-0.005211763,-0.29807928,0.121271506,-0.083269805,-0.403847,0.26211038,-0.036209106,-0.0005119704,0.49870482,-0.36120293,0.059449106,0.46593148,0.013041601,-0.06970516,-0.025434112,0.23363453,-0.17803393,0.043164447,0.25352794,0.051059008,-0.16323403,0.34687743,-0.18410891,-0.0015308857,0.022440448,0.3192066,-0.087489314,-0.032688033,-0.07639176,0.20178688,0.19629696,0.14232261,0.18323092,-0.08193585
TCGA.AB.2848,0.02133093,0.014380641,0.1106053,-0.08185622,0.059075594,-0.10536286,-0.11562676,-0.079886764,0.033574946,0.11425006,-0.02865466,-0.061280906,0.24766588,-0.10861102,0.035080057,-0.22914961,-0.651948,-0.22658244,0.07106499,-0.16243845,-0.17499548,-0.04898707,0.20278357,-0.045308277,-0.16676396,0.33721843,-0.27919775,0.18220305,-0.37396806,-0.47920066,0.07382267,-0.29940456,0.1246738,0.31486225,-0.3061455,-0.23236138,-0.30053604,-0.18430641,-0.0075668693,-0.5199065,0.040108465,0.36925298,-0.021889923,0.2061785,-0.02883682,0.07182668,-0.1523122,0.07217503,0.28009653,0.058170997,-0.4049572,-0.27527857,-0.08967388,0.022493519,0.4729401,-0.17905053,-0.1903084,0.21130282,-0.32797897,-0.28854167,-0.25657886,0.01314532,-0.25463977,-0.29156458
TCGA.AB.2849,-1.0012909,0.4204667,-1.2339246,0.15626149,-0.06199881,1.230221,0.032502256,0.018653959,-0.75900275,0.2007143,0.0030372054,0.4814573,-0.62782717,-0.7494705,-0.8579414,0.12582365,0.3984999,-0.17440693,-0.95684683,-0.18264301,1.9137001,-1.6808467,-1.0522152,0.8741901,1.1051204,-0.83032984,1.9367414,0.25767666,0.41650972,1.0548258,0.10262455,0.52025044,-1.1139257,0.012179308,0.16661213,0.8483461,1.3232489,0.3243237,-1.1655849,0.75036323,-0.01759106,-0.58607,-1.0663877,0.207628,-0.2202636,-0.90338653,-0.2194263,-0.48705202,-0.8506441,0.37833333,0.5632148,-0.66742057,0.2610503,0.97512925,0.031847104,-0.21818483,1.4235892,0.3422374,0.41004914,0.094796374,0.2756561,-0.23035216,0.3101778,-0.1931083
TCGA.AB.2851,-0.020363398,-0.13632236,-0.06735073,-0.23186873,-0.043600287,-0.17652111,-0.10871176,-0.06981026,-0.08162158,-0.06544115,-0.29687333,-0.04485565,0.41873306,0.044037044,0.06053043,-0.20931846,-0.37832412,-0.12612332,0.17609334,-0.0025554788,-0.19904068,-0.024142759,0.078210786,-0.09460203,-0.34979588,0.2194882,-0.4045205,0.21486434,-0.10622328,-0.21048959,-0.10296884,-0.57530355,0.08747877,0.3314944,-0.33152077,0.06386371,-0.2769522,-0.17473114,0.16772167,-0.738405,0.27004752,0.51469713,-0.14578672,0.1880087,-0.14042291,0.13103384,-0.21180633,-0.004136026,0.5594353,-0.053772736,-0.37682694,-0.058955237,-0.02442275,0.09861403,0.34653157,-0.0037408024,-0.120811045,0.34203172,-0.34434587,-0.081209786,-0.09417534,0.14495961,-0.35304904,-0.56939137
TCGA.AB.2853,0.08699628,-0.21875846,-0.17237961,-0.47469398,-0.14000387,-0.16501082,-0.24322963,-0.36995566,0.44788313,0.19502869,-0.28033823,0.05586785,0.1641748,0.7084226,0.7354585,0.18945038,-0.25273383,0.12771146,0.22855872,-0.2593383,-0.5982728,-0.13868088,0.6508993,-0.17613551,-0.58741057,0.027617678,-0.36246645,0.0738079,0.03809351,0.09358697,0.05294055,-0.6722267,0.072498806,-0.41856945,0.5135384,-0.06739916,-0.82704806,0.43422762,-0.09198931,-0.55664927,0.38116902,0.99238396,0.1309901,-0.31597024,0.23510322,0.28035927,0.34338734,-0.06572387,0.22791904,0.057864636,-0.19828485,0.64641166,0.22982198,-0.039929427,-0.2275965,-0.28472832,-0.102383494,0.09914701,0.24299064,-0.21558423,0.092103064,0.12243507,-0.23064306,-0.276569
TCGA.AB.2854,0.10838014,-0.36780837,0.034229685,-0.08529503,-0.0681092,-0.23555657,-0.13974419,0.002866134,0.06981886,-0.039019443,-0.111978926,-0.22435606,0.4189281,-0.31848067,0.00777445,-0.21318081,-0.15469779,-0.093166456,0.1514458,-0.100408755,-0.18871608,0.13658765,0.48536736,-0.05795855,-0.08520748,0.20802362,0.08430511,-0.042693656,0.03480555,0.107339285,0.2286692,0.30756783,0.5581746,0.087856285,-0.62451875,0.2805143,0.1856202,-0.14138752,0.12512335,-0.31257015,-0.1306414,0.28112385,0.31308863,-0.0671597,-0.22416577,0.08181676,-0.03460699,0.20385988,0.30376053,0.028820187,-0.43076694,0.20990275,-0.31472254,0.15090832,0.043371662,0.16291772,0.22248675,0.025873907,-0.28115362,0.14518927,-0.04499943,0.31743103,0.35000044,0.21779564
TCGA.AB.2855,-0.99107707,0.8425274,-1.3788542,0.44895616,0.09393783,1.2114741,-0.41539767,0.2693117,-1.3322105,0.27894783,0.1013854,0.7662689,-1.4236755,-0.6071025,-0.93848705,0.46064544,0.65535843,-0.27842432,-1.0374607,0.4649726,2.192801,-1.5800207,-1.7783124,0.6212407,0.5327562,-1.0375135,1.4882426,0.4127794,0.5414405,0.9116284,0.07403952,-0.28108668,-1.7141869,0.480501,0.31933597,0.5569454,1.6830456,0.45492777,-0.7443213,0.5562936,0.42095685,-0.69662344,-1.7011262,0.72067773,-0.3841407,-0.71920305,-0.66722214,-0.78958964,-0.96268106,0.3417047,1.1863128,-0.83783287,0.66460997,1.0975362,-0.007687092,-0.21357255,0.99056923,0.3134314,0.37946746,0.04463528,-0.07307648,-0.25136566,0.058556333,-0.87554145
TCGA.AB.2856,0.030803598,-0.0046537444,-0.084087975,0.123306096,0.036622275,-0.09375459,-0.29685947,0.05069436,-0.2705419,-0.008965492,-0.1105813,0.13695203,0.05649125,-0.037062407,-0.20490715,0.029037308,-0.2649549,-0.1587142,0.08098757,0.12078351,0.09326916,-0.091932915,-0.24488987,0.003023427,-0.28455704,0.14455432,-0.3729914,0.17677239,-0.2203536,-0.28769547,-0.008713427,-0.6617023,-0.07450424,0.36729395,-0.281657,-0.010798303,-0.11914753,-0.08696347,0.26665792,-0.60748583,0.10676584,0.2822801,-0.3234964,0.26386774,-0.003012322,0.07005433,-0.43649834,-0.09706425,0.25697356,0.07538793,-0.12531568,-0.20568547,0.027448751,0.1485103,0.25439414,-0.07061449,-0.15702295,0.22687298,-0.22183633,-0.044209324,-0.13282838,0.17980213,-0.21610619,-0.51883936
TCGA.AB.2857,0.37478334,-1.1055689,-0.2670398,-0.6903222,-0.51159847,0.11638952,1.0532056,-0.5441445,0.53395534,0.7466899,0.043246098,-0.1623869,0.11713404,0.16345793,0.2486465,-0.11910928,0.08673938,0.85584676,0.22625014,-0.019824876,0.20876083,0.08169417,1.0906837,0.41645586,0.21488093,-0.1786142,0.62231934,0.29841894,1.1112208,1.5197031,-0.60343564,1.0267571,1.287403,-0.35374793,0.3309553,0.4525767,0.043343604,-0.1615519,-0.17820731,0.6337614,0.001250416,-1.1514385,1.1430571,-0.16526118,0.16230062,0.17779171,0.7245115,-0.18702567,1.032218,-0.49220836,-0.8432044,-0.2720232,-0.04661008,-0.50474334,0.056666374,-0.08512182,1.495117,0.13593666,0.22480592,-0.00951089,-0.017435405,0.1599759,-0.42092767,0.6928476
TCGA.AB.2858,0.08665685,-0.19533524,0.24071667,0.2848738,-0.19351722,-0.2119303,-0.32326537,0.10397154,0.028960504,-0.115765646,-0.2780521,-0.0922515,0.19237345,0.101534456,0.08641863,0.11623066,0.23174319,0.1119414,0.32114583,0.07513522,-0.15457405,0.15116972,0.08376205,-0.07105759,-0.38428628,-0.2044693,-0.0379306,-0.27749968,0.00010561943,0.29546818,0.12490594,-0.16347286,0.1578646,-0.4482316,-0.16131751,0.28750515,0.05907704,0.23580226,0.5576697,0.009653902,-0.15791982,0.44842336,0.13128,-0.34528598,0.20560214,0.20622969,-0.1434486,0.02006282,-0.07678026,0.26782417,0.011764452,0.547368,-0.15839027,-0.062230855,-0.3070849,0.3058217,-0.036171682,-0.30245596,0.25945792,0.26690984,0.29571158,0.17480224,0.58160114,0.30912596
TCGA.AB.2860,-0.26671797,-0.55188906,-0.4484179,-0.44255036,-0.12960897,0.43240815,0.45483577,-0.113840975,0.21885958,0.15727398,0.09831068,-0.0756701,0.17859396,-0.37727022,-0.35306734,-0.26469058,0.1777302,0.282362,-0.17598578,-0.56276846,0.30718517,-0.5291743,0.75309044,0.35879487,0.7865504,-0.0057243854,1.1165221,0.05992251,0.45086133,0.90046906,0.17333066,1.2225704,0.32551107,-0.2876395,0.10017167,0.6089667,0.6450673,0.1370871,-0.6804075,0.623971,-0.33778262,-0.28637955,0.36624923,-0.27520362,-0.07617533,-0.3264794,0.59725475,0.023690432,0.06793607,-0.11193901,-0.4040603,-0.18415272,-0.28566748,0.2056045,-0.009512112,-0.087763965,1.1649673,-0.024348572,0.09347504,0.1025476,0.28332943,-0.053489406,0.43777078,0.66681176
TCGA.AB.2861,-0.19794151,-0.014142455,-0.038146358,-0.72763544,0.057102636,-0.17399839,0.27748245,-0.12491885,0.39885086,-0.5937196,-0.300476,-0.073979005,0.31480825,0.3241801,0.33205238,-0.28326568,0.4056451,0.01691033,-0.3670134,-0.16163138,-0.76976484,0.11018062,0.42346293,-0.52227557,0.23047794,0.4604693,-0.5170987,-0.01606331,0.4248207,-0.15123823,-0.025478452,0.558896,-0.40599704,-0.10745983,0.27534992,0.08352468,-0.13420393,0.51810384,-0.7664373,-0.13972346,0.36691272,0.6170197,-0.006444201,-0.101825275,-0.441841,0.013787355,0.74433374,0.023488224,0.19209617,-0.39562523,-0.14832157,0.87276536,-0.20259228,0.072754234,-0.43412885,0.09038878,-0.4044779,-0.0001283139,-0.09937593,0.14976396,0.30873242,-0.2279392,-0.18079379,-0.14147869
TCGA.AB.2862,0.081915036,0.40589595,0.6135834,0.40146506,-0.1987277,0.31143206,-0.24564478,-0.13775587,-0.25685933,0.13461246,-0.03004247,-0.04462305,-0.146505,0.07028461,0.08180034,-0.027315889,-0.4747591,0.08196357,0.3305723,-0.23689413,0.09439686,-0.18758464,0.08237493,0.087853864,-0.011365589,-0.14783603,0.29966578,-0.22317666,-0.68912864,-0.25852218,0.20743036,-0.16788784,-0.1777209,-0.6842587,0.5997808,-0.551733,0.0036394875,0.14810185,0.24118966,0.8630539,-0.5763672,0.26912093,0.19098562,-0.18755499,0.6619517,-0.2508775,-0.23119804,-0.098467484,-0.5881812,0.5472271,-0.15430158,-0.30812237,0.14810702,-0.34524885,0.124117516,-0.08970579,-0.45261616,-0.3607578,0.56785136,-0.27136493,0.06154219,-0.53882515,0.22844473,0.52681535
TCGA.AB.2863,-0.1538719,1.2016379,0.23018228,-0.28810525,0.6878326,0.16113743,0.62248975,0.20390844,0.14126657,-0.5687014,0.6319282,-0.034821518,-0.25496542,-0.043752223,0.15475811,-0.28071898,0.14723161,-0.4245904,-0.5588689,-0.08041334,-0.71833265,0.44584185,-0.23452453,-0.47554955,0.8825894,0.24750724,-0.28029963,-0.12619142,-0.032348603,-1.5169442,0.21319564,0.7600452,-0.81639135,0.37008595,0.39110202,-0.8778355,-0.018565312,-0.1462595,-1.0783906,0.264534,0.05951474,-0.43950507,-0.25307548,0.37092522,-0.42940715,-0.15995659,0.76132625,0.6508609,-0.8511226,-0.49113682,0.7540889,0.0870194,0.17119911,-0.022084005,0.1227715,-0.06111772,-1.0743966,0.040332794,-0.108520225,-0.29861873,-0.076978296,-0.71401775,-0.13356084,-0.029376432
TCGA.AB.2866,-0.058053106,0.1055128,-0.13877372,0.4077463,0.27020317,-0.03928791,-0.24440321,0.15146172,-0.21760021,0.19537419,0.23069297,0.20781793,-0.3388674,-0.24210685,-0.42155397,-0.017214501,-0.54748654,-0.40534413,-0.18686742,0.25154927,0.35587063,-0.17009878,-0.52131957,0.10149951,-0.0851978,0.4049007,-0.4932996,0.41518855,-0.3892507,-0.6190313,-0.037528157,-0.5561211,-0.18176802,0.9230077,-0.61311513,-0.35086665,-0.14108767,-0.36106253,0.13029668,-0.56710637,0.07028126,-0.29792958,-0.44952148,0.67152464,-0.30180266,-0.05985537,-0.5424631,-0.14792994,0.24667504,-0.020582847,-0.16640252,-0.8914734,0.12689117,0.10736195,0.6821162,-0.3763801,-0.25407708,0.3753273,-0.5514709,-0.27620378,-0.5029527,0.22053519,-0.44657826,-0.7672936
TCGA.AB.2867,0.1276457,0.05588519,0.23005101,0.28801155,0.19105995,-0.17712322,-0.14029448,0.15409413,0.039980587,-0.05649294,0.15308951,-0.13674487,0.1618897,-0.42731395,-0.22331317,-0.1910265,-0.24004693,-0.26532552,0.070338234,-0.055039838,-0.049289875,0.2481819,-0.04845102,-0.012834767,0.03143202,0.17327482,-0.1646294,-0.03082263,-0.28942716,-0.37031338,0.19063433,0.1203669,0.26312312,0.3601805,-0.7990428,-0.09241201,0.046514347,-0.3368769,0.34020153,-0.33291197,-0.18524683,-0.12061382,0.07479058,0.27119395,-0.13930658,0.07590449,-0.29429388,0.23576276,0.04432507,0.0119166225,-0.12683001,-0.22375125,-0.25782973,0.0008940324,0.28273547,0.101684175,-0.14588913,0.02960334,-0.3595295,-0.030068345,-0.20259988,0.12979713,0.15919074,0.11060763
TCGA.AB.2868,-0.4979695,0.17035478,-0.46139926,-0.89843416,0.30272973,0.32572585,0.91921914,0.0460628,0.5772419,-0.5419699,0.34069026,-0.059901886,0.40524563,-0.035672847,-0.12570083,-0.41828313,0.61357015,0.20259434,-0.9619572,-0.6063577,-0.31625396,-0.012306817,0.45581216,0.12655313,1.4310976,0.10841517,0.76279354,-0.012339313,0.63673186,0.14421791,0.15353754,1.6076686,-0.44113135,-0.14291011,0.56428105,0.22684926,0.2854293,0.11808993,-1.4491471,0.58453006,0.19877487,-0.56535965,-0.07016151,-0.115812376,-0.5109447,-0.38595507,1.3274717,0.2520451,-0.23334664,-0.7386993,0.17063412,0.2805368,-0.5232022,0.46411985,-0.09319665,-0.0118063865,0.4872902,0.08909674,-0.10456221,0.1618793,0.5199766,-0.5650497,-0.030877542,0.3098684
TCGA.AB.2869,0.31604218,0.06812437,0.21899503,-0.04411,-0.05876817,-0.10537664,-0.1352432,-0.11046035,0.3251499,0.27414924,0.1386366,0.08638865,0.015950374,0.22956687,0.3288633,0.11361449,-0.3595665,0.111751415,0.20103866,-0.27046221,-0.3780123,0.21819447,0.49896532,0.0056769773,-0.14829159,0.05403429,-0.09500638,-0.08352401,-0.22367838,-0.18665726,0.14373556,-0.111572854,0.3246034,-0.3999682,0.28009188,-0.23901069,-0.5171191,0.08005707,0.14282711,-0.058481954,-0.15152773,0.23940873,0.30489862,-0.21859254,0.4146297,0.20168537,0.021434601,0.095303126,-0.1935752,0.22318491,-0.03128773,0.29601955,-0.06130589,-0.1593239,-0.03185582,-0.12770064,-0.1296333,-0.059971098,0.14077479,-0.15281771,0.03269057,-0.073151976,0.080732375,0.36508137
TCGA.AB.2870,0.11674574,-0.081881374,0.21694711,0.13271727,-0.062426463,-0.22265637,-0.11812288,0.09751072,0.052646957,-0.1433621,-0.21189734,-0.10656773,0.3880582,-0.08306961,-0.07516726,-0.15041621,0.039547287,-0.071325965,0.27593464,0.0831808,-0.20309438,0.35515857,-0.06582098,-0.04746847,-0.2712311,-0.019641072,-0.2753694,-0.11359073,-0.042623192,-0.03075516,-0.024122879,-0.1761496,0.19923031,0.0434295,-0.5505865,0.19946815,-0.02474922,-0.17673834,0.5439152,-0.3266831,0.0077336505,0.16230996,0.053337544,0.033589605,-0.052404623,0.2204891,-0.2430162,0.090755455,0.24300084,0.0006503947,-0.12070343,0.17910339,-0.2305722,-0.024858057,0.089387834,0.33289033,-0.086283945,-0.014620744,-0.16977783,0.19596416,0.11631641,0.122103594,0.13988629,-0.001561014
TCGA.AB.2871,0.24755979,-0.19573312,0.16569838,0.0926833,-0.0066839084,-0.07848494,-0.105406776,0.010038175,0.1641472,0.150319,0.20548649,-0.08123664,0.13616627,-0.35637772,-0.020195117,-0.07564092,-0.2778765,0.0027531162,0.14044043,-0.27235705,-0.072869316,0.15870479,0.500785,0.14305522,0.14380892,0.118036255,0.2745064,-0.103789665,-0.1262675,0.10666122,0.27026105,0.44105268,0.5628449,-0.15963285,-0.37459365,-0.0141695645,0.063018285,-0.14884381,0.1627317,0.060741477,-0.37929747,-0.11087023,0.42765468,-0.08921177,0.12695755,0.022692278,-0.030359916,0.18516599,-0.085732795,0.13034438,-0.25211832,0.029759033,-0.2965519,-0.032208666,-0.021305218,0.04005433,0.22088516,-0.11960675,-0.03563485,-0.022067644,-0.08318654,0.13550568,0.41969508,0.603873
TCGA.AB.2872,-0.08041457,0.3236416,0.60274756,0.45020097,-0.22604355,0.3400805,-0.44524956,-0.11803852,-0.42347813,0.09322934,-0.09338803,-0.08839438,-0.14167766,-0.054779228,-0.025888173,-0.022164393,-0.45043588,0.015871108,0.27171904,-0.25044677,0.2669204,-0.41773155,0.10366081,0.084767774,0.032830305,-0.16057383,0.5182297,-0.26374286,-0.7366377,-0.19079374,0.38423088,-0.1344131,-0.23875596,-0.69351673,0.5224234,-0.35716194,0.2463143,0.2617602,0.15672246,0.86546457,-0.6352201,0.487723,0.13515949,-0.25533986,0.6540705,-0.31851617,-0.2694869,-0.10326448,-0.6392692,0.6830576,-0.2047928,-0.249865,0.114826016,-0.21127991,0.062212903,-0.1280868,-0.33838698,-0.43815225,0.5955,-0.22545487,0.016782712,-0.4481818,0.44070292,0.54587406
TCGA.AB.2873,-0.07857543,-0.5177274,-0.13223508,-0.52911985,-0.06771445,-0.2333066,-0.041041426,-0.26517707,0.13967547,-0.042917937,-0.3718506,-0.3297745,0.5644633,-0.0921273,0.2537728,-0.32940015,-0.30930573,-0.14006013,0.07616867,-0.13192351,-0.37344283,-0.009772945,0.6543336,-0.19948237,-0.24522495,0.41128582,-0.10098283,0.16415747,0.14513214,0.094642624,0.086361825,0.106280625,0.38641387,0.26876667,-0.4578821,0.30610967,-0.025530517,-0.030506501,-0.23475076,-0.57282585,0.26420107,0.6658499,0.22215366,-0.039237674,-0.49017885,0.11565,0.20767462,0.12293108,0.6483644,-0.17074075,-0.66119766,0.27396712,-0.21206284,0.22144538,0.11039497,0.026420608,0.18368232,0.26918042,-0.38162726,0.026336234,-0.13391206,0.338377,-0.06882246,-0.31017643
TCGA.AB.2874,0.60907114,0.16009481,0.09910056,0.5341242,0.1305026,-0.03836991,0.46907604,0.021707224,0.5153165,0.43450695,0.5726402,0.11885075,-0.49520773,0.12125856,0.13462442,0.0685731,0.03855288,0.25833255,0.29957968,0.57505167,0.3183742,0.8847265,-1.0149525,0.3983804,-0.26508176,-0.23252767,-0.4811113,0.12063525,0.118484214,0.23146975,-1.0460923,-0.15361747,0.6455884,0.47292167,-0.30338946,-0.53593266,-0.9189558,-0.97377163,0.8556789,0.07473585,0.17014611,-2.214374,0.39972353,0.5180359,0.09151487,0.19356039,-0.24970624,-0.110291734,0.4131629,-0.4587647,0.37394089,-0.9810879,0.22172043,-0.965551,0.29587072,0.11733124,0.025977332,0.34612426,-0.19487454,-0.24898499,-0.187393,-0.06877707,-0.92162704,-0.043495495
TCGA.AB.2875,0.07675871,-0.14837708,0.23398289,0.38220406,-0.14138496,-0.22844023,-0.29729736,0.17670259,-0.048119687,-0.19824103,-0.27076524,-0.062728755,0.161598,0.04473169,-0.05560376,0.12572792,0.3819101,0.10113835,0.34251922,0.1852448,-0.043767825,0.24002881,-0.1996389,-0.03497518,-0.39713997,-0.28250483,-0.14049469,-0.2990616,0.037336506,0.28201234,0.03727322,-0.27727932,0.05262023,-0.32251453,-0.27844092,0.30979303,0.13827851,0.1493843,0.69297546,-0.025094934,-0.12011024,0.3002057,-0.015265733,-0.25719264,0.17849591,0.21984449,-0.28722954,-0.00812982,-0.060059104,0.20956695,0.16227734,0.47725198,-0.15173742,-0.06418854,-0.32784116,0.4038821,-0.09579626,-0.289862,0.20806184,0.34335637,0.3367174,0.16677263,0.51459503,0.21107781
TCGA.AB.2877,0.06875159,0.60395,0.18570371,0.69118106,0.44873518,0.29838663,-0.1979848,0.22542593,-0.0828448,0.32454148,0.7271421,0.20415907,-0.88530135,-0.27283213,-0.32676154,0.07563349,-0.6257168,-0.55236274,-0.32673168,0.0047722273,0.44734603,-0.22602804,-0.43563643,0.04779196,0.2759862,0.30353695,-0.17290562,0.34073567,-0.7672974,-1.1262236,0.23109308,-0.096050635,-0.46342045,0.5425361,-0.00861264,-1.1276064,-0.08735195,-0.14692444,-0.25995296,0.33130467,-0.4339203,-0.6895657,-0.4019559,0.65341806,-0.047936305,-0.26037586,-0.26435688,-0.067416236,-0.66245407,0.07793582,0.06790795,-1.2873237,0.514379,-0.15979555,0.6304928,-0.6899928,-0.58858085,0.1872451,-0.21955708,-0.55715084,-0.63616407,-0.24563974,-0.31214735,-0.23560998
TCGA.AB.2879,0.2722459,0.5639427,0.38335246,0.23147589,0.13689703,0.2236203,0.020363187,-0.053740658,0.06263788,0.31202883,0.38392478,0.14209567,-0.40949532,0.07810685,0.13410483,0.04295361,-0.5811895,-0.08430403,0.0648063,-0.287825,-0.11596745,0.08492104,0.052117933,0.035890725,0.07306091,0.10547502,-0.15506934,0.020535326,-0.65577185,-0.7835163,0.107847795,-0.076230146,-0.1967391,-0.25347024,0.5482017,-0.8841676,-0.3558063,-0.054081984,-0.094814494,0.43695927,-0.4228642,-0.08758569,0.09472061,0.11447853,0.43432927,-0.08180183,-0.14291956,0.063841805,-0.5885279,0.26200336,0.09478443,-0.4949974,0.28331935,-0.2994991,0.2961251,-0.41428393,-0.5511308,-0.03634409,0.20434022,-0.47734302,-0.1399776,-0.5178779,-0.12006445,0.25995883
